"observationDate","stateProvince","decimalLatitude","decimalLongitude","scientificName","vernacularName","dataResourceName","basisOfRecord","recordID"
2017-10-23,"Victoria",-36.55833,143.84167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","93f26290-e7aa-4d6e-9c15-79d4f712df4f"
2010-04-16,"Victoria",-37.00833,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","53f62ae7-1f4c-47c2-8975-a6d55736c6d8"
2021-03-10,"Victoria",-36.15925,146.64254,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","d4bbcafb-c160-4ae9-a059-4bcc73618f3b"
2010-05-20,"Victoria",-37.00833,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","8c729d3a-6d3a-4c75-9c4f-9d7e4e45d33e"
2008-12-08,"Victoria",-37.375,149.49167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a4362bcf-3edf-41d4-a44c-a131c8a4a8f5"
2009-03-08,"Victoria",-37.00833,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","2f994f93-275a-4c04-887b-744f2e08b254"
2009-08-28,"Victoria",-37.63194,145.08083,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","fdc1f472-0b8f-4863-8cfe-a2e712d9adba"
2010-12-05,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3c6bf030-c2d5-4f1c-8a4a-6e36699a2648"
2004-05-16,"Victoria",-36.14897,146.55271,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","6fd26a28-ff08-43bb-83fd-c86203f405a6"
2006-03-15,"New South Wales",-36.025,146.99167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","924b8101-61f2-4ed2-b8b8-263c3a411d39"
2018-03-07,"Victoria",-38.125,145.275,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e8e17fa9-015f-4153-8278-e00e54041bdb"
2010-01-27,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","052c634c-10bb-4390-b82b-5762318c3fed"
2019-10-20,"Victoria",-36.13643,146.66224,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","888cce39-2f8f-4e0b-9a40-0a39045e3323"
2010-09-04,"Victoria",-37.00833,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","07e37081-502b-479a-8464-3e6829f0065c"
2010-05-06,"Victoria",-37.00833,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","8509a31b-daf2-4cde-99c1-0efe4e555d20"
2009-02-24,"Victoria",-38.14167,145.25833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0924c50e-dd7d-4d54-90b2-7cee033674f9"
2005-03-05,"Victoria",-37.96454,144.40855,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","db01ba1a-8dc9-412a-a2f5-5bb0aca05ee4"
2015-12-28,"Victoria",-38.00524,144.41254,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","4229cd7f-b762-4f5d-9a7a-40f8446f3d25"
2009-04-26,"Victoria",-37.00833,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a80ad083-2eec-4238-a9a2-55609d1fc547"
2013-01-05,"Victoria",-38.1518,144.35551,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","1bd176e4-f4ac-42c6-a697-a7ebf96257ec"
2006-10-15,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","96d299d4-bd03-4653-85d2-977a1630ea27"
2019-10-08,"Victoria",-36.94342,143.92975,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ed8be0a0-97ef-4177-87d3-9b93546df338"
2006-10-30,"Victoria",-36.45833,143.74167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","af01343e-7423-4456-bf3e-30ce116aba88"
2019-12-13,"Victoria",-36.3754,145.35557,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","4e35dbd0-9639-4cdc-88fa-c7d8dc471cfd"
2021-05-06,"Victoria",-36.67306,143.65722,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b4cf50eb-c59a-4a75-b50e-b86c7171c7fc"
2017-11-05,"Victoria",-36.1375,146.6119,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","fc3e3a7c-1125-454a-82fb-506b7b81010b"
2021-07-12,"Victoria",-36.15464,146.65467,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","5f73cbed-7114-4ecd-a8bb-aff2ddced25f"
2010-07-04,"Victoria",-37.025,145.05833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c855b89d-b11e-44f6-be4b-baffc6d0597c"
2016-07-26,"Victoria",-37.69277,144.58861,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","179631dd-191d-4c3c-806d-8686ead232db"
2019-10-23,"Victoria",-36.3754,145.35557,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","fb547378-f49d-4c3b-9d63-3550c07070ce"
2005-04-23,"Victoria",-37.89167,145.19167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","68e6d51f-65a0-412d-a87a-8e275f7ac1ea"
2006-06-18,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9b30d832-f1cd-498e-bbdb-c69f01d786ca"
2005-09-03,"Victoria",-36.475,146.225,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ed84834b-ad9c-40e4-b398-2fe771f82412"
2006-08-01,"Victoria",-36.62111,143.75114,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","bfa6f5d3-bd7e-4d1a-bc4a-3a0293a8d992"
2005-02-27,"Victoria",-36.74167,143.90833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","96b71be2-ff1b-4620-a0fb-e8284b12ecaf"
2006-12-10,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","13075cc6-e753-4de9-a00d-2f1fc413a426"
2020-07-01,"Victoria",-36.79417,145.00194,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3f6f7f01-ae86-45c9-8b29-f97f56e1c26e"
2007-12-02,"Victoria",-37.96194,144.63306,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0cbb5b95-a1cb-4c5c-bab5-a3e46416d895"
2007-04-14,"Victoria",-36.61233,144.28933,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","893ecba2-0021-4378-90f9-decfc01c6800"
2020-06-14,"Victoria",-36.3754,145.35557,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","f1d91c25-e97e-4873-9b1a-a8cf24a8e74b"
2008-10-08,"Victoria",-36.99167,145.05833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","7aacc841-5311-4478-9a69-8e51d4587c1d"
2005-10-01,"Victoria",-36.20444,146.95444,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","5e4aad67-8991-4ef9-918b-81512f4c5f9a"
2008-10-19,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3a3b868f-511c-4c00-a109-04da6114ed0a"
2006-08-01,"Victoria",-36.75456,143.49604,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","80dd9bbc-df76-4d72-9dd6-d01bc39a4883"
2008-11-28,"Victoria",-36.99167,145.05833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a68a2f9c-197f-4626-9c28-7b393ad5b69f"
2019-03-04,"Victoria",-37.85833,145.20833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","404d3a1e-0b71-4a93-988f-e831c19f04d4"
2005-02-26,"Victoria",-36.85833,145.075,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ced6bb23-54de-4365-ae97-bff778afbf0e"
2015-12-31,"Victoria",-38.00524,144.41254,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0b7ad80b-b625-4c0a-bd8b-0d12458fd4d2"
2010-04-23,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","5a217498-a263-4f98-a7a4-af4311f1a5cd"
2009-12-17,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","7e0686a9-b356-49b0-8a1d-00d9447a6d79"
2021-08-02,"Victoria",-36.80493,143.46916,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","bae4e390-cf8b-47a1-80a5-40111ccb62dd"
2007-05-18,"Victoria",-36.74167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c388be6e-eaef-404c-bb31-8d55708a3ca4"
2020-02-04,"Victoria",-37.82694,145.14556,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","079d3db5-7890-4990-bea2-656d33b96c86"
2006-11-12,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c222c444-72de-4a0e-8d6d-95ae0c0b31eb"
2013-02-16,"Victoria",-38.15622,144.33148,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","27436f92-1d2a-4a30-8975-7cb657e578b6"
2010-04-06,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ac423ab9-7c2c-4e68-9ecc-8c43113b357e"
2006-12-30,"Victoria",-36.70833,143.275,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","2eabef7a-4b32-4973-a918-1af0ecda06ee"
2019-09-01,"Victoria",-37.69305,145.12174,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","f3ac56c3-c285-49a5-9e73-b2b46d52ccaa"
2010-06-27,"Victoria",-37.00833,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","bb63c18d-5645-46cc-9a94-b09ee7f6777a"
2010-08-09,"Victoria",-36.79167,143.39167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","fd44d1e2-73e7-40b1-bea7-6c57dd23e89a"
2005-05-20,"Victoria",-36.70833,143.275,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","942a65a4-ffde-44e3-9bb0-c079f8bffc5c"
2007-06-29,"Victoria",-37.89167,145.19167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9cfa09a3-ae7a-4518-8a1c-32c3c5ba8748"
2010-06-01,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a27c3de3-2933-4d8f-8d3e-91a874f0ec29"
2010-06-17,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","8a9a8734-8879-4af6-be75-f8e5660bd710"
2006-02-01,"Victoria",-37.85833,145.15833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","da7d2128-3585-4f64-8cd0-bb556ff8618b"
2010-05-28,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","097dc054-26de-4784-b38b-e1a287c8c6ed"
2010-11-29,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","adf60402-3ab8-42c4-a618-95e687ca17b5"
2010-11-15,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","dee23378-e7a7-47d5-9db8-3ed93d2499a8"
2009-07-04,"Victoria",-37.85833,145.15833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","59a518e9-5b92-4619-8d88-6b9c609c87a8"
2009-09-14,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a46e016f-d207-4591-9d15-427bb483d601"
2007-07-26,"Victoria",-36.05833,146.64167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c7178b13-340c-447e-b5d2-a76faa4061dc"
2006-05-23,"New South Wales",-36.025,146.99167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","225c9046-d755-4f72-b469-8b94edc2404c"
2019-12-05,"Victoria",-37.02935,145.13403,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","435efd67-e914-4917-bd9b-ed729dd53f24"
2009-03-02,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","7b658cf4-f3ba-4e09-b14a-e9d594db2070"
2010-04-11,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b8cb03e6-98e9-4893-aaa0-4af9e38d813f"
2020-03-17,"Victoria",-37.66719,144.76593,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","7875621f-582b-4270-804a-0d82b190b01e"
2021-05-27,"Victoria",-36.09878,146.63145,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","32903166-6856-4ed3-ab8c-9928179b181f"
2006-05-02,"New South Wales",-36.025,146.99167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9f3235a1-9ea9-40f4-a1ed-70521c79fe1f"
2010-11-16,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e58e4994-6487-4cc6-8f27-1e89a2a90308"
2016-01-07,"Victoria",-38.00524,144.41254,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","82ef61f3-a0f4-48cd-9b78-346400a4f282"
2006-04-02,"Victoria",-37.15833,143.75833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","05c62d93-f5eb-42f3-b04a-3242acc3b98a"
2016-02-11,"Victoria",-38.00524,144.41254,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","8a7e9d1a-6c25-49bf-87ea-8d0ff827c431"
2009-12-14,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","10442d19-db93-4509-9f85-189762481e7e"
2009-03-06,"Victoria",-36.99167,145.04167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","bbb7a012-36c9-402c-8e67-502f37297a6e"
2020-04-18,"Victoria",-37.73988,145.13358,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","19fcc5a2-bf09-4894-91f9-b6eab14e87b5"
2019-06-28,"Victoria",-37.73568,145.06681,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","93ac1a54-9679-451d-939c-b5294b09a003"
2010-07-10,"Victoria",-36.99167,141.725,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","200a6ab3-57da-4e56-8641-57838fee4a22"
2009-01-27,"Victoria",-36.99167,145.05833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","06960197-3ba9-4b14-93ab-65770568bf65"
2009-06-02,"Victoria",-37.85833,145.15833,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c36182c0-449d-4f4d-b38b-6cbb300fbb09"
2009-01-09,"Victoria",-37.99167,142.69167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c45cc482-93b2-4e1f-8367-c9985d9c5e1f"
2004-01-15,"Victoria",-36.15833,146.64167,"Parvipsitta pusilla","Little Lorikeet","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","d75431a9-4bc8-4cb7-a122-26b2f9d17ff7"
2012-09-29,"Queensland",-28.20579,151.65845,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","d35a78b1-17be-4f74-8710-a80a4e0ecf45"
2006-06-07,"Queensland",-26.16561,151.8144,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","72e062fb-17bc-4930-97d8-a80c860ed4ba"
2008-11-06,"Queensland",-28.45443,151.65133,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","b2bc6f2f-8ec8-42f7-a9ff-5c2c8c0cc18c"
2013-04-10,"Queensland",-28.20589,151.6586,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","21c83784-8d26-48c9-a3c8-95373a0d9fee"
2005-11-10,"Queensland",-26.66431,152.73028,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","2a388b1c-ba2f-4e80-b5d3-6d15f69cd10f"
2021-01-12,"Queensland",-28.06182,152.37048,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","549227a5-3193-4c23-8e56-425d02d6e16d"
2015-12-12,"Queensland",-24.36565,150.97917,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","ff82ebfd-c56c-4e38-b360-c74f4d1df44b"
2005-08-16,"Queensland",-25.60541,151.48117,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","38c5af2c-5759-45d8-bbf2-5114a20f8ac6"
2006-10-23,"Queensland",-26.0779,152.58528,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","f5003fca-430f-4255-8244-d83c65422037"
2008-05-28,"Queensland",-28.41641,151.7046,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","5f85bfd7-6a5d-47a5-8b3b-15ed995b37bf"
2016-10-30,"Queensland",-27.46901,151.97918,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","6682efdc-f508-4730-abe5-c12f569d436d"
2017-12-30,"Queensland",-27.4751,151.96939,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","1ff7f5d9-0e61-4857-b033-b4966a542d64"
2016-07-23,"Queensland",-27.35839,151.1011,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","2db29374-9d7f-41cf-a9f7-b746589cb668"
2008-11-06,"Queensland",-28.20589,151.6586,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","fc0112ed-ab6e-416b-a592-2b12fadb1c49"
2020-11-20,"Queensland",-27.56198,151.99758,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","3907b5a2-15b7-43d1-82b3-ef4c70e021c8"
2015-10-25,"Queensland",-28.16937,151.65341,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","30ba062d-6cfb-4cc5-97c9-8267ab7c6e07"
2004-05-16,"Queensland",-27.96033,152.26803,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","aa453ecd-d832-4127-b3a2-72e21bd44002"
2005-05-10,"Queensland",-25.38511,153.03569,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","6bde8e80-ddde-40e0-9383-b809ba0e8a50"
2011-10-07,"Queensland",-28.17804,151.64084,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","ebb1d3c0-2466-4aeb-a8a3-cd58834482cd"
2005-06-01,"Queensland",-26.31777,150.70226,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","fe1b8020-abb5-4014-a49b-ed57d7434d1f"
2005-03-25,"Queensland",-28.20589,151.6586,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","5df415d9-4584-431b-9972-5659cc180685"
2017-07-26,"Queensland",-28.20117,151.64776,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","8a45c508-a7d0-4ae4-b451-1ecd5bb4940d"
2013-06-07,"Queensland",-27.92434,152.84418,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","6e2f5e16-ea36-4545-a302-3fc59008d3a2"
2009-05-30,"Queensland",-27.61084,151.97361,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","bb17d757-a5db-4cc1-b453-2213b0311fe6"
2008-09-19,"Queensland",-28.24511,151.68502,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","8b77d332-ca86-4463-882f-840a7d202b38"
2007-05-11,"Queensland",-28.11316,152.34204,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","b1185c67-2958-44af-bef2-66e9cf1ea39c"
2013-03-12,"Queensland",-28.6113,151.22181,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","19b36125-e6df-4e67-bf17-a9c01e85c54e"
2017-07-27,"Queensland",-28.30895,151.71843,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","b5cc1a31-92cc-4175-933c-131da14f6c3e"
2014-05-18,"Queensland",-27.45943,152.87917,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","00883fe4-f95b-43f5-823d-9beb2faa05f2"
2017-07-26,"Queensland",-28.20589,151.6586,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","624070b5-48a4-42aa-9580-842c4b08a227"
2017-09-20,"Queensland",-28.19865,151.66126,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","2adab963-1040-48a7-95bd-aa68f71137f8"
2005-05-25,"Queensland",-28.2665,151.65899,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","180e2af9-86c2-47eb-b032-5560ebf10021"
2019-05-15,"Queensland",-24.53846,151.27953,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","52c1ac75-9c8d-4569-8193-2c8533bdba86"
2013-07-01,"Queensland",-27.09693,153.17028,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","7627228a-8d38-4b0a-be0d-afb45a3cd2d6"
2012-10-21,"Queensland",-28.18903,151.62389,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","7eb2841b-391d-44f6-b688-1ad540cb885f"
2007-03-15,"Queensland",-28.20589,151.6586,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","68c0d702-2d6f-4eb6-a692-e3d260b7224d"
2017-07-26,"Queensland",-28.18903,151.62389,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","4d20c9c6-8f3b-46f1-9e60-b6ff9fe610f5"
2008-11-06,"Queensland",-28.18903,151.62389,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","5e0550b9-36c9-42b7-800d-9ba7635ac36e"
2008-09-19,"Queensland",-28.18903,151.62389,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","41b87242-cc02-44ac-82cb-4cbbc6f05a21"
2011-02-24,"Queensland",-28.50999,151.12889,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","6b350278-62ec-4791-9ee1-68d8db9e3504"
2013-04-11,"Queensland",-28.18903,151.62389,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","a9cf80e3-268a-42a5-8b05-b4e6222f6b69"
2008-03-29,"Queensland",-26.42897,150.50098,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","dfe03984-8daa-4788-9542-9ce07e52b203"
2008-05-27,"Queensland",-28.18903,151.62389,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","6310758a-5020-47d3-ab34-3cbd2cd75210"
2007-10-14,"Queensland",-28.20589,151.6586,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","6f752d52-e624-4a1f-8e53-485f3da65338"
2017-08-13,"Queensland",-28.91172,151.9236,"Parvipsitta pusilla","Little Lorikeet","WildNet - Queensland Wildlife Data","OCCURRENCE","385aa85c-6ea2-482e-908a-f35d88dece74"
