"observationDate","stateProvince","decimalLatitude","decimalLongitude","scientificName","vernacularName","dataResourceName","basisOfRecord","recordID"
2019-07-21,"Victoria",-37.88325,144.79808,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0c9af229-5c80-432e-b861-23723b101693"
2008-06-08,"Victoria",-37.06472,144.14222,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","6f5d5cba-1b6f-46b9-a635-cb184d06b4cb"
2008-08-08,"Victoria",-37.91278,145.13194,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3b445538-6ec0-4392-abb8-01b0d8418b86"
2006-05-07,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9ac5d0a4-ea50-4512-838a-45ec298c8d81"
2005-04-07,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","1861ceb6-7395-4a19-9a34-b607d0bb0cf3"
2004-07-29,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","4cdea56a-3624-4000-8c10-23390c94b744"
2004-05-24,"Victoria",-36.76088,143.50581,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","7d7a8f51-033d-4636-a98a-f6a960132d15"
2006-05-22,"Victoria",-36.82318,143.75791,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","f01db8a0-596b-4947-b191-f60870735cd4"
2019-06-08,"Victoria",-37.00807,142.71973,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","2971e824-fa9b-4e31-9efb-0c56fc52c960"
2019-07-13,"Victoria",-37.88325,144.79808,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","68653f36-29dd-4dea-987e-bcf2f5532593"
2014-04-12,"Victoria",-37.0788,144.0718,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","64519d33-045f-4eae-8774-87007ea8b1b8"
2006-05-26,"Victoria",-36.11411,146.62802,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","21910caa-8987-4307-bfb2-c9e950bc7207"
2004-06-11,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","77dad22b-813d-4e59-8212-f54409e2fcde"
2005-09-16,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9acdd603-df1b-4f86-915a-f67a51e381c2"
2017-08-02,"Victoria",-36.61773,143.58444,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","634a5cad-239f-406e-8d25-52f1db16f264"
2005-09-13,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","41e97cde-deba-43e2-92dd-bd16a1473a37"
2006-08-07,"Victoria",-36.16512,146.65882,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","6eb17325-7a04-485d-a521-efa40032d701"
2006-05-22,"Victoria",-37.03829,144.09974,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","71895797-b35f-459e-8a5b-de54729cda3c"
2019-07-13,"Victoria",-37.05408,142.77557,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","04d6fd06-32b5-4c3e-8776-282dc0ffdb28"
2008-06-15,"Victoria",-37.83972,144.87639,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","30086776-b7cb-4e9c-9f61-119ac11c6e1c"
2021-06-17,"Victoria",-36.82675,143.6861,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ac2b354c-679f-4c5b-93b0-ccc2f4fd2fdf"
2008-06-23,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0430fc1a-7639-4898-b3fa-1b9460427e65"
2006-09-04,"Victoria",-36.1146,146.63957,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","d97c79b3-f756-45ab-83fe-4e7be86b8fc7"
2010-08-06,"Victoria",-37.0788,144.0718,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","35c413c5-0b0f-4f8e-a152-6a5ec39b7598"
2013-08-07,"Victoria",-37.90833,144.25833,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e36fc281-560d-4d1a-bd2e-c70072f435a0"
2010-04-05,"Victoria",-37.0788,144.0718,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","cd6a2f90-3f68-46e5-82f5-c809a03565c7"
2006-08-02,"Victoria",-37.0689,143.70217,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","af7d7a64-5167-430a-9818-690abe731d52"
2019-06-09,"Victoria",-37.02261,142.77927,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ccde4a08-4697-4c7c-a402-053e32ada017"
2008-01-11,"Victoria",-37.8436,147.9492,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","4bb25b8d-3abd-4a54-96fb-f8ce95d426c9"
2019-04-22,"Victoria",-38.00726,144.52956,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","be48dd7e-e23f-4f34-ae0f-aa366f793519"
2016-06-15,"Victoria",-37.56185,144.72039,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","7c1af01a-153d-4cd8-9c7f-00bf5146a3c7"
2015-08-20,"Victoria",-37.60346,145.19303,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","53c0c662-fb84-432f-a46f-81344e6494f2"
2004-06-07,"Victoria",-36.75814,143.86636,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","39af440f-0eac-4245-9d0c-57ace0643f09"
2019-05-17,"Victoria",-38.25198,144.52286,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","7583aa9c-cbb9-4f2c-bd6a-953dec7014a7"
2008-09-04,"Victoria",-36.64667,145.02667,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","d1880f4f-6157-4ac8-b88a-67ccec1858b5"
2004-05-15,"Victoria",-37.06034,143.77763,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","92c70406-25fd-4160-93fe-01993134cbee"
2021-07-13,"Victoria",-37.65528,144.45028,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b92f2a95-d1e8-4069-8bc5-225cfe7061d7"
2013-05-04,"Victoria",-38.25198,144.52286,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","921d9034-9d55-44e5-9c97-7085ce5e4ff8"
2015-06-13,"Victoria",-38.24308,143.99253,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b7d68ff7-952a-4a6d-bd70-a8bbf060e1de"
2008-06-16,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c6252d2d-2b3c-4170-8ca1-7aeb1ecce9e8"
2018-08-11,"Victoria",-36.84446,144.15779,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c2e57771-88c8-4030-916a-7a1cb51fe336"
2005-08-02,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e23d1e61-46e7-4ea3-985e-b1e595f9cb78"
2019-06-30,"Victoria",-37.88325,144.79808,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","61680ae7-5d83-44fa-bbdd-ecd22f3e7807"
2019-05-14,"Victoria",-37.42468,149.50729,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b4efbc1d-c3a7-4531-b24e-f44bd1868875"
2021-07-05,"Victoria",-37.05769,143.70564,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","baa523cc-cbaa-47ff-9939-4f1cda4257f4"
2005-06-13,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","cfa13ff4-c2ed-4760-8229-60ff538eeef2"
2006-07-29,"Victoria",-37.02899,143.77554,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","4fd63468-5508-422f-a8de-320a71f0b582"
2004-04-13,"Victoria",-36.75,145.2421,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","baea1cdf-ebff-4f0e-80d1-b6c1a57aae65"
2006-04-14,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e9ecd8f7-2555-4f5c-a5df-1fbcc3ced466"
2006-05-25,"Victoria",-37.67041,144.39161,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3ce690ea-75f4-4576-9c46-1a637cbea093"
2006-05-23,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e395f1f2-1a7e-496b-b7a3-1975f949be99"
2006-05-28,"Victoria",-37.06627,143.70194,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","52ddfb5d-9995-4d26-8991-d7d0ea366630"
2008-07-10,"Victoria",-36.2025,146.61444,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3f52f9dd-dd96-4aed-bfc3-d69047b8b0a0"
2005-07-05,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","8d4e8b76-a6b2-46fc-8663-856d82f1fd9a"
2006-09-01,"Victoria",-36.15994,146.63921,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","11ba6096-0ce9-4675-8e61-af75fa31c6ca"
2007-04-09,"Victoria",-37.83778,144.87361,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","d81691a8-d089-4128-ae4a-698bd94b2780"
2017-07-09,"Victoria",-38.04747,144.14021,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","01566341-a143-4394-afcf-3f7fe62a9552"
2006-07-23,"Victoria",-38.20299,144.3533,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b5bfc622-8bb5-4252-88ef-dcf22f241e2f"
2007-02-21,"Victoria",-38.25306,144.52139,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","2ec86c59-16fd-448a-a751-69da8591d214"
2004-12-15,"Victoria",-38.5507,145.9126,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b977044c-7a6c-4a53-8ea5-b45401c8b3a8"
2016-03-31,"Victoria",-38.63183,145.69265,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ce59784a-2046-4f3d-a408-5d6d75e8cabb"
2005-04-06,"Victoria",-36.50802,142.09162,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","5d9b0ab6-3431-4ed7-9fe5-04d2a870f393"
2008-05-15,"Victoria",-37.06472,144.14222,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","1b25c52b-7b05-4423-b3fa-e9de9b74f727"
2010-08-10,"Victoria",-37.0788,144.0718,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","5e0d6e7a-8e95-483c-8384-52042d114ccb"
2006-04-26,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","f9686454-6639-4d26-9dd8-8c2df6703e46"
2008-07-05,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","7d206105-48de-41fd-a2fc-adba210b01ac"
2008-09-26,"Victoria",-38.34676,145.56923,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e5c4de75-40e2-4a4e-bf94-8ab5e2799f39"
2004-05-21,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ea408560-39c4-4d64-abe7-8cc6efa3c90d"
2006-08-02,"Victoria",-37.06595,143.702,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","af019bac-4a96-4291-9b5c-8f0bc3406d38"
2005-08-18,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","d5d42c70-98ad-46bd-b52e-e7739025cef8"
2006-04-04,"Victoria",-36.15111,146.60194,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","d51bedb1-ca5d-4e35-af11-b6fa45560af4"
2006-08-07,"Victoria",-36.72757,145.03633,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3c409d06-3ba8-4134-a712-9754bfc47c28"
2004-05-14,"Victoria",-37.09741,143.65411,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","bac775d8-183c-4672-897e-53e269ad618f"
2005-04-29,"Victoria",-37.77672,145.03289,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","41f14f02-bd5d-42f6-8330-3e5f457cd520"
2008-09-02,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0e655b79-db2c-4c50-ba03-75af420aaf17"
2017-08-25,"Victoria",-38.04097,144.13872,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","bca8596e-920c-429a-864d-f088ce99b0df"
2005-07-27,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","dc80b0f4-7c62-4426-bbaa-83ac9c6d694a"
2004-08-12,"Victoria",-36.6006,144.82731,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9d3be253-9bff-4c87-a9ad-5617b31481a8"
2004-06-24,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","13221681-46a4-4f56-8293-4ae11f32ee17"
2008-06-03,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","5691c124-5b38-4fb6-85b6-c56d4aba9f35"
2008-04-27,"Victoria",-36.59194,143.3225,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","70184c7d-7b14-47bc-b426-d22bb1b9fbea"
2018-09-14,"Victoria",-36.94358,145.14759,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e3c7a843-8f10-4e4c-9120-4ace2258f18b"
2008-08-11,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a097cc25-5f48-4355-b5ce-69e4072e5ca5"
2005-07-13,"Victoria",-36.4347,143.4347,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","894a8d7f-84fd-4eaf-9f4e-dc23d3a53907"
2005-04-01,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","134d4655-7df0-483b-b6f1-dd2cc31b396f"
2005-08-23,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ad52548e-ce50-4705-b05c-1b6a3d6ef526"
2006-08-07,"Victoria",-36.15775,146.64851,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0e547aab-053e-4c89-a78c-8e4177736a69"
2005-06-19,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","842e70fb-2eef-4fce-80ca-f0dc835eb49b"
2019-07-30,"Victoria",-36.59072,142.02713,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9a6dbe4b-c4a0-4e88-b557-a51a59a67d37"
2010-05-17,"Victoria",-37.0788,144.0718,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ab30dcdb-9fd7-4a9d-b7d8-bd465f039afb"
2005-04-30,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","f84b5edc-39d2-4b76-b2bf-98049ad9a374"
2004-07-31,"Victoria",-37.02713,143.77192,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","111a3dc8-bbad-43d7-be1f-4a2e3145214b"
2012-09-10,"Victoria",-37.0788,144.0718,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","5ada47ca-ff45-483e-b157-151a7a32c1b8"
2004-09-09,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","51e32500-8613-4e58-a579-84a5bb827850"
2005-05-20,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a3c03514-c803-45c1-a211-096edf6f8268"
2004-09-08,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","48ab7026-91ac-4bf5-a41e-1e04371f620d"
2005-06-23,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","66674281-d636-473a-98dc-6b79f00491e6"
2006-07-29,"Victoria",-37.08564,143.6602,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","94f78f36-d3bb-4acf-812d-4f5e7226e862"
2008-04-25,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ece9a769-7c96-4416-8d0c-b2dd4ddf8ba7"
2004-05-12,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0d0fea7f-a62a-4993-9a12-2ca6d5693e8e"
2019-05-15,"Victoria",-36.99761,142.743,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","c40e93a7-29e4-4a8f-a3b7-d5d52c2cc503"
2008-06-27,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","fbf1ccd2-d562-451e-9f1a-c8b8f555bdfd"
2008-08-25,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","22db1b3a-1e95-4be3-bdcf-791c35d530a3"
2010-09-11,"Victoria",-37.0788,144.0718,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ef38b9ac-3e5f-4281-9cc1-8ec1e8addd33"
2008-04-29,"Victoria",-36.13988,146.57039,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0f3e063d-0c84-4254-bf4c-d0460cb92430"
2013-07-22,"Victoria",-37.90833,144.25833,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","ebe49368-5844-4571-9428-ce1628a8a1cb"
2019-05-15,"Victoria",-38.25418,144.531,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","38749d87-3c04-44bf-be0c-8a96ac4f9dec"
2008-03-21,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","6e1e36c9-0163-4df5-a4f1-8624dd62c74c"
2006-07-31,"Victoria",-36.82158,144.15063,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e0828840-3561-4660-a9a6-e724a2eec6d5"
2004-06-04,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b30424d3-c810-4304-bf9c-3238f58d268e"
2019-06-09,"Victoria",-37.00807,142.71973,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9871d3f1-e00d-49eb-b86a-4e4a2a18d002"
2008-07-11,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","8cf55c7f-4144-4c5f-aa34-521e5bfe2992"
2005-08-27,"Victoria",-36.94015,145.15963,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","1e26e4ef-9733-4e66-8a3d-e700278b049d"
2005-03-30,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","855e39a4-38ee-43c0-a294-b8efbdad3227"
2008-09-09,"Victoria",-37.83694,144.95556,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e8989457-93a4-4ba3-b6e8-e2d1a29507e3"
2008-06-21,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","037bfeb6-bfcd-442e-a09e-738530619397"
2004-05-19,"Victoria",-36.80912,144.94696,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","2a0b9863-e317-49c7-843a-77b65caf9710"
2008-05-16,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","4ba33204-13ba-4369-b9d7-e10920297fdf"
2023-05-16,"Victoria",-36.74081,144.87747,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","9a0e6710-1931-440f-9082-342ff88221ea"
2004-06-17,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3d790927-6c33-4000-8646-258847b45a06"
2019-04-20,"Victoria",-38.00726,144.52956,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","2a9e7682-b321-45c6-be47-e0785ca646a0"
2004-09-28,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","231f1cce-0b27-4404-9e42-98475451c006"
2005-06-12,"Victoria",-36.76234,145.05912,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","8c6e3a25-8c34-4d02-884c-befbe24c562d"
2017-06-29,"Victoria",-36.12898,146.60705,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","6433d427-1153-437c-8e8e-2e60cdfc159a"
2019-06-08,"Victoria",-36.9887,142.71924,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","b8e27c03-f1bc-4afb-a826-65e38f0e1e66"
2005-04-12,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","33e78bb3-2e32-4551-9071-ea90cc1d7981"
2006-05-03,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e8e7d227-4462-4e82-9b97-cdf0dc5a18a9"
2008-06-22,"Victoria",-37.83861,144.87667,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","dbb90302-edb8-451c-a5b0-b094d9069623"
2017-06-04,"Victoria",-37.02491,144.07483,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","427e1b76-7aaa-4deb-9782-037ac2fbc3b3"
2019-04-25,"Victoria",-38.25198,144.52286,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","40ede116-c812-46de-b2ce-07d0ac44dff0"
2004-06-27,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3218ba10-459c-4648-a670-3c945fba5ff0"
2006-04-11,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3a5f63a0-88d7-4873-9f2f-642b500a66d0"
2006-05-17,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","e0f3a506-d9c1-4d76-965c-779f39e7aaa4"
2005-07-19,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a278ff4f-9a5f-4f55-90cd-98e058c844ac"
2013-08-15,"Victoria",-37.9524,144.42339,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","07d61d20-e368-40ab-a1c1-aab7144f3218"
2006-08-04,"Victoria",-36.78316,144.07796,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","3330d7fc-5b2c-4eb4-9b85-0f3d408c6f43"
2006-08-08,"Victoria",-36.12111,146.61717,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","1608a3f1-245c-4b0a-88c4-5bb4d6e8fb66"
2006-02-10,"Victoria",-37.06889,144.19944,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","65c5f3ac-7052-4849-9cd3-06464bb951d4"
2019-07-28,"Victoria",-37.88325,144.79808,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","0ae9378c-4ee5-4f90-8d74-a8364ade6dc7"
2015-06-06,"Victoria",-38.19596,144.29807,"Lathamus discolor","Swift Parrot","Victorian Biodiversity Atlas","HUMAN_OBSERVATION","a1cccead-268e-42b8-b7ae-2d8a6fa5a333"
